GridID,NextDownID,Length
492849,492991,1.549
492973,492991,0.141
492633,492992,2.59
492927,492992,1.707
492532,493018,22.966
493034,493018,2.049
492346,493019,8.525
492690,493019,3.963
492517,493033,4.221
492939,493033,1.107
492772,493048,3.887
493142,493048,4.204
492737,493049,3.038
493004,493049,0.924
492800,493052,2.78
493006,493052,0.3
492723,493053,5.053
492908,493053,1.024
493048,493061,0.824
493112,493061,1.89
491963,493062,8.067
492262,493062,5.177
492758,493063,2.456
492956,493063,5.338
492527,493086,3.314
492936,493086,1.466
492272,493088,6.221
492940,493088,1.39
492797,493100,3.197
493051,493100,0.441
492686,493111,4.528
493061,493111,4.304
492781,493113,3.463
493050,493113,0.583
492017,493115,9.225
492955,493115,1.631
492755,493129,2.831
493053,493129,2.914
493336,493142,0.241
493360,493142,0.141
492834,493155,2.431
493156,493155,2.273
492688,493158,4.587
493157,493158,5.887
492042,493167,7.394
492938,493167,1.066
492485,493168,6.494
492671,493168,5.053
491528,493175,13.547
492043,493175,10.857
492801,493184,3.338
493129,493184,1.49
492887,493185,4.27
493392,493185,2.938
492634,493186,4.604
493160,493186,0.383
492906,493194,2.514
493111,493194,3.604
493063,493197,4.08
493292,493197,1.99
492386,493243,12.988
492724,493243,4.197
492487,493244,6.711
493211,493244,0.241
493197,493261,1.549
493314,493261,1.107
492757,493276,5.736
493115,493276,1.849
493143,493277,1.124
493261,493277,4.27
492685,493289,6.211
493194,493289,0.949
493049,493290,2.497
493195,493290,1.007
493113,493291,1.466
493227,493291,1.349
493326,493292,0.541
493393,493292,3.597
491756,493307,17.01
492837,493307,4.487
492991,493308,5.37
493290,493308,5.063
492701,493310,5.463
493167,493310,5.777
491653,493311,14.364
493310,493311,2.249
492084,493313,10.274
492802,493313,3.397
492976,493325,12.944
493210,493325,9.174
493260,493338,0.583
493337,493338,0.3
492798,493339,4.621
493242,493339,1.266
493062,493340,5.718
493275,493340,1.149
492928,493364,1.631
493005,493364,1.283
493356,493379,0.1
493357,493379,0.141
493087,493380,9.008
493358,493380,0.141
493209,493381,1.224
493361,493381,0.1
493419,493392,2.431
493430,493392,1.366
493193,493414,1.024
493335,493414,2.773
492714,493416,6.294
493308,493416,5.621
493362,493417,0.441
493363,493417,1.024
493183,493418,1.99
493364,493418,5.877
492503,493429,7.653
493130,493429,2.466
493611,493430,3.421
493612,493430,2.056
492954,493439,4.204
493228,493439,3.597
493277,493440,4.546
493452,493440,5.953
493155,493468,2.938
493414,493468,4.921
493089,493469,3.397
493243,493469,4.021
493289,493490,1.714
493324,493490,3.887
493309,493506,1.383
493338,493506,1.449
493159,493509,2.731
493508,493509,1.383
493114,493510,5.677
493439,493510,0.441
493291,493523,1.79
493524,493523,0.883
493325,493526,5.063
493339,493526,1.49
492284,493527,12.368
493340,493527,1.631
493418,493537,1.731
493624,493537,2.921
493100,493538,4.128
493537,493538,3.614
491964,493539,19.531
493090,493539,7.543
493440,493540,3.538
493529,493540,2.049
493468,493550,0.624
493564,493550,2.614
493416,493551,1.024
493565,493551,2.797
493382,493553,1.814
493506,493553,0.724
488700,493555,33.212
492774,493555,1.99
493380,493578,1.897
493579,493578,0.883
493415,493579,2.338
493605,493579,2.149
493404,493580,1.731
493552,493580,1.79
493379,493591,1.624
493578,493591,0.441
493381,493593,1.624
493523,493593,0.766
493186,493595,3.073
493509,493595,1.149
493276,493596,2.773
493540,493596,0.683
493592,493605,0.141
493622,493605,0.541
493538,493606,1.524
493554,493606,0.666
486706,493607,55.084
493184,493607,3.938
492421,493608,8.763
493312,493608,2.514
493555,493609,7.567
493625,493609,1.549
493244,493610,3.097
493539,493610,4.228
493710,493624,4.736
493808,493624,1.366
492387,493652,11.771
493185,493652,5.901
493591,493661,0.766
493640,493661,0.283
493580,493663,0.683
493651,493663,0.141
493606,493674,0.541
493673,493674,0.824
493526,493711,0.666
493594,493711,0.1
493593,493725,1.307
493726,493725,0.9
491904,493729,17.534
493712,493729,0.941
493551,493750,2.838
493709,493750,1.507
493711,493762,3.297
493761,493762,1.749
492672,493763,8.86
493764,493763,1.283
492941,493764,8.333
493469,493764,5.153
493661,493791,1.449
493779,493791,0.1
493781,493792,1.624
493831,493792,0.341
493727,493794,0.866
493763,493794,0.283
493749,493820,1.707
493821,493820,0.483
493662,493832,1.549
493725,493832,1.066
493553,493842,2.531
493663,493842,2.256
493196,493843,5.263
493762,493843,0.866
493550,493855,2.714
493778,493855,1.224
493311,493856,4.646
493760,493856,2.049
493595,493858,2.166
493857,493858,2.449
493822,493866,0.483
493867,493866,0.3
493832,493867,0.341
493915,493867,1.107
492739,493868,12.254
493052,493868,9.464
493623,493894,2.573
493865,493894,0.783
493750,493895,1.449
493792,493895,2.714
493507,493896,3.938
493525,493896,3.414
493674,493897,2.314
493917,493897,0.824
493033,493899,4.963
493158,493899,4.663
493527,493900,3.863
493869,493900,0.141
493782,493919,8.225
493899,493919,10.205
493313,493935,7.325
493391,493935,5.253
493791,493945,1.766
493820,493945,3.156
493866,493946,0.624
493934,493946,0.241
493806,493947,1.79
493882,493947,1.266
493855,493977,1.407
493960,493977,0.966
493307,493978,6.17
493359,493978,5.487
493979,493978,1.566
494011,493979,2.373
494136,493979,0.3
493729,493984,4.087
493858,493984,1.124
493945,493992,0.524
494010,493992,0.241
493793,493995,1.583
493994,493995,3.48
493993,494010,2.149
494018,494010,2.131
494132,494018,0.4
494133,494018,0.141
493842,494019,1.383
494031,494019,1.19
493947,494031,0.383
493981,494031,1.041
493898,494032,1.807
493995,494032,0.424
493883,494033,1.59
494022,494033,0.907
493751,494040,2.773
493916,494040,1.407
490075,494041,33.037
494042,494041,4.246
493897,494058,3.197
494106,494058,1.166
494012,494075,0.666
494057,494075,0.341
493417,494076,5.646
494040,494076,0.383
494032,494077,0.383
494058,494077,1.366
493780,494093,3.121
494030,494093,2.78
493168,494094,8.55
494095,494094,1.466
493528,494096,6.46
494020,494096,0.724
493868,494107,0.341
493918,494107,4.697
494039,494116,0.541
494055,494116,0.766
493992,494117,1.449
494118,494117,0.1
493984,494120,1.266
494079,494120,1.324
494134,494133,0.1
494148,494133,0.441
494056,494134,1.307
494149,494134,2.131
493841,494137,2.956
494119,494137,0.641
493596,494150,7.198
493985,494150,3.297
493900,494165,3.921
493919,494165,2.538
493790,494177,3.538
494192,494177,1.749
493490,494193,9.381
494093,494193,2.231
493895,494194,2.756
494075,494194,2.614
493977,494209,2.231
494117,494209,2.431
493864,494220,7.46
494177,494220,0.483
493894,494221,2.856
494210,494221,1.707
494094,494223,1.083
494211,494223,0.141
493976,494238,1.924
494116,494238,1.431
494092,494239,1.124
494163,494239,1.107
493641,494257,9.008
494107,494257,3.946
493491,494260,9.233
493510,494260,7.094
493807,494275,4.446
493896,494275,3.238
493843,494277,5.011
494178,494277,5.204
493892,494297,3.297
493893,494297,3.338
494193,494314,0.866
494351,494314,8.833
494295,494329,1.183
494296,494329,0.241
493980,494331,2.507
494104,494331,1.566
494259,494333,1.349
494260,494333,0.924
493018,494340,1.773
493101,494340,2.821
494150,494342,1.973
494353,494342,2.531
494137,494351,2.473
494330,494351,1.466
494240,494352,1.307
494275,494352,0.666
494238,494361,0.924
494239,494361,1.331
493978,494362,3.28
494135,494362,10.06
494120,494363,1.973
494341,494363,1.083
494257,494373,2.38
494258,494373,3.921
493609,494374,11.637
494021,494374,3.221
493019,494375,13.478
494196,494375,2.031
494315,494386,2.149
494605,494386,4.904
494329,494400,1.324
494384,494400,0.1
493983,494401,5.311
494472,494401,0.483
494276,494414,1.183
494427,494414,1.407
494077,494427,4.128
494385,494427,0.783
494078,494442,3.28
494402,494442,1.549
494076,494455,3.173
494441,494455,10.243
493088,494458,13.15
494501,494458,3.738
494220,494470,2.131
494350,494470,3.556
494414,494472,5.794
494500,494472,7.96
494331,494499,3.056
494542,494499,1.797
495146,494500,0.241
495176,494500,0.241
493608,494501,7.536
493794,494501,9.633
494372,494519,1.166
494520,494519,0.1
493946,494521,5.694
494499,494521,1.383
494041,494523,5.543
494524,494523,2.214
492725,494525,15.161
493961,494525,5.17
494361,494541,1.49
494400,494541,1.49
494105,494543,3.87
494456,494543,3.28
494340,494544,14.717
494375,494544,1.183
494342,494561,4.804
494572,494561,3.687
493823,494566,6.446
494458,494566,1.39
494374,494568,1.69
494567,494568,5.946
494363,494570,1.607
494560,494570,1.89
494843,494572,0.1
494860,494572,1.407
494485,494582,0.907
494565,494582,1.007
494455,494602,2.914
494654,494602,0.724
494544,494604,0.5
494622,494604,0.683
494594,494605,12.53
494688,494605,4.646
494019,494620,1.49
494195,494620,3.156
494209,494635,3.397
494518,494635,1.107
493728,494636,8.525
494568,494636,0.924
494098,494637,6.701
494333,494637,2.697
494582,494653,0.866
494669,494653,1.066
493429,494655,10.443
494566,494655,2.231
493982,494662,5.728
494274,494662,3.456
494570,494663,0.966
494571,494663,2.049
494221,494671,3.646
494593,494671,1.066
494401,494672,5.236
494714,494672,0.441
494332,494687,3.197
494457,494687,2.456
495151,494688,2.531
495520,494688,7.053
494314,494697,3.714
494698,494697,1.631
494373,494699,1.873
494522,494699,5.846
494165,494700,4.836
494442,494700,3.463
494443,494701,2.773
494523,494701,1.814
494097,494702,5.163
494603,494702,1.99
494779,494714,8.374
494780,494714,3.056
494138,494715,6.218
494166,494715,6.843
494561,494717,2.697
494735,494717,3.646
494197,494718,6.584
494765,494718,5.138
494470,494730,2.414
494653,494730,2.697
494498,494731,2.456
494670,494731,1.566
493944,494732,11.474
494413,494732,0.483
494635,494733,0.907
494732,494733,3.838
494687,494734,0.683
494699,494734,3.421
495054,494735,3.956
495066,494735,0.2
494541,494754,1.873
494731,494754,0.341
494519,494764,4.763
494778,494764,1.249
494386,494765,7.343
494766,494765,0.907
494844,494766,1.183
495068,494766,4.338
494789,494777,2.873
494818,494777,0.583
495536,494779,0.966
495548,494779,3.346
495147,494780,0.724
495148,494780,1.731
494764,494789,1.831
494819,494789,1.973
494621,494791,6.111
494820,494791,10.405
494716,494793,0.966
494807,494793,1.631
494733,494803,0.541
494777,494803,1.166
493935,494805,5.311
494298,494805,2.031
494776,494817,0.341
494816,494817,1.549
494831,494818,2.597
494842,494818,1.107
493856,494820,8.243
494672,494820,1.307
493607,494821,11.405
494700,494821,1.531
494971,494842,0.1
494972,494842,1.049
493652,494857,15.058
494858,494857,2.39
494949,494858,0.524
494976,494858,1.649
494569,494859,5.911
494935,494859,1.79
495012,494860,1.649
495043,494860,2.538
494655,494875,3.504
494889,494875,2.014
494717,494876,1.973
494877,494876,1.407
494637,494890,2.09
494793,494890,1.207
494164,494897,6.236
494521,494897,4.677
494701,494898,2.78
495030,494898,2.114
494781,494899,3.328
494805,494899,5.077
494033,494900,10.088
494934,494900,2.149
494696,494911,0.424
494753,494911,0.1
494754,494912,1.407
494911,494912,2.938
494471,494913,6.236
494790,494913,0.983
494792,494932,3.197
494821,494932,1.049
494859,494934,1.49
494977,494934,2.456
493175,494948,14.015
494933,494948,0.1
494900,494949,0.766
494962,494949,2.273
494857,494974,1.049
494975,494974,1.083
494663,494978,2.673
494950,494978,0.283
494876,494979,1.649
494890,494979,0.907
494875,494992,1.873
495010,494992,2.831
494362,495007,6.236
494671,495007,5.594
494297,495028,9.705
494912,495028,0.824
495044,495043,2.331
495149,495043,10.091
494718,495044,4.387
495045,495044,1.624
495055,495045,2.349
495067,495045,0.524
495281,495051,0.2
495298,495051,0.666
494992,495052,4.953
495097,495052,1.89
494898,495053,1.373
495065,495053,1.39
495150,495055,2.938
495168,495055,3.556
494096,495063,7.984
495052,495063,0.524
495056,495068,0.141
495069,495068,1.649
494897,495083,1.324
495009,495083,2.49
494697,495094,3.721
495095,495094,1.183
495053,495098,0.424
495064,495098,0.241
493610,495099,9.667
494636,495099,0.766
494974,495100,1.331
495101,495100,1.507
494803,495114,3.646
495051,495114,4.904
494947,495115,1.424
495094,495115,0.141
494913,495117,4.18
495062,495117,0.3
494791,495124,1.907
494856,495124,7.815
494932,495126,1.549
495096,495126,3.056
494685,495142,3.797
494730,495142,3.946
494583,495144,3.98
495061,495144,1.224
494543,495145,5.211
495144,495145,1.749
495236,495147,1.973
495237,495147,2.731
495301,495148,1.814
495318,495148,1.949
495360,495150,3.438
495380,495150,0.141
494602,495166,8.308
495116,495166,4.114
495188,495176,0.583
495199,495176,2.963
494914,495177,1.907
495167,495177,0.941
494946,495184,2.073
495006,495184,1.673
495142,495185,0.3
495165,495185,1.89
495114,495187,0.707
495217,495187,3.421
495220,495188,0.4
495235,495188,0.441
494734,495189,4.487
495125,495189,1.266
494194,495198,9.225
495233,495198,3.231
495124,495200,7.425
495238,495200,4.653
495273,495202,3.521
495284,495202,2.731
494979,495203,2.149
495204,495203,1.149
495422,495217,1.69
495438,495217,0.383
495029,495219,1.707
495145,495219,0.766
495117,495220,1.949
495234,495220,0.241
495201,495221,0.483
495256,495221,2.007
495083,495233,3.763
495283,495233,1.807
495591,495238,4.28
495641,495238,1.39
494277,495239,10.24
495200,495239,1.731
495060,495253,1.59
495113,495253,1.024
494222,495255,9.498
495008,495255,1.931
495239,495256,1.907
495319,495256,0.1
494973,495257,2.273
495063,495257,4.028
495221,495273,3.497
495349,495273,11.605
495011,495275,2.597
495098,495275,1.431
495143,495282,2.131
495329,495282,3.273
494817,495297,3.897
495187,495297,0.99
495007,495299,2.638
495282,495299,3.197
494686,495300,5.404
495317,495300,2.414
495463,495301,1.807
495464,495301,0.583
494991,495316,2.531
495296,495316,0.141
495347,495317,1.39
495503,495317,0.541
495028,495328,2.904
495254,495328,4.387
495115,495330,2.38
495197,495330,1.049
494804,495331,4.08
495300,495331,1.224
494223,495332,11.612
494715,495332,5.511
494806,495333,10.464
494899,495333,2.963
495252,495344,0.766
495343,495344,0.1
495605,495346,1.349
495606,495346,4.58
495198,495347,1.931
495393,495347,5.17
494978,495351,2.956
495350,495351,1.1
495297,495357,0.524
495346,495357,3.18
495456,495360,2.673
495565,495360,3.521
495316,495368,0.441
495345,495368,0.383
494620,495377,15.168
495166,495377,1.766
495575,495379,0.424
495576,495379,2.856
495379,495380,1.466
495394,495380,0.949
495123,495391,2.173
495368,495391,0.241
495818,495393,1.49
495819,495393,2.814
495272,495410,1.083
495315,495410,1.207
495185,495421,1.849
495411,495421,0.541
495253,495434,1.507
495344,495434,1.79
495184,495435,2.314
495410,495435,0.2
495357,495436,0.666
495437,495436,0.683
495533,495437,0.883
495547,495437,2.531
495390,495481,0.849
495480,495481,0.983
495391,495482,0.907
495500,495482,1.324
495202,495484,6.418
495483,495484,3.256
495481,495500,0.3
495499,495500,0.566
494352,495504,12.364
495454,495504,1.507
495219,495505,2.556
495369,495505,1.749
495436,495515,3.056
495501,495515,1.466
495331,495517,2.431
495518,495517,0.1
495535,495517,2.521
495653,495533,0.441
495654,495533,0.724
495218,495534,2.307
495255,495534,4.204
495275,495549,2.78
495550,495549,1.449
495203,495564,3.821
495439,495564,1.007
495673,495565,2.449
495738,495565,0.907
495517,495573,1.69
495563,495573,0.141
495838,495576,1.29
495859,495576,2.09
494910,495604,5.387
495588,495604,0.841
495502,495606,4.287
495734,495606,0.624
494874,495607,6.311
495392,495607,1.49
495564,495608,0.524
495609,495608,2.214
495823,495609,0.524
495824,495609,2.773
495186,495634,4.087
495515,495634,3.497
495299,495635,3.414
495330,495635,3.321
495573,495636,0.666
495656,495636,0.541
495370,495639,2.273
495672,495639,0.683
495328,495652,5.418
495482,495652,1.766
495713,495653,0.441
495724,495653,0.241
495516,495655,1.207
495636,495655,2.173
495670,495656,3.821
495696,495656,1.39
495377,495657,2.173
495638,495657,0.841
495257,495658,6.136
495857,495658,7.053
494948,495659,5.363
495642,495659,0.1
495918,495670,2.68
495919,495670,0.724
495505,495671,1.266
495639,495671,1.607
495590,495672,0.907
495798,495672,7.511
495718,495673,5.353
495921,495673,7.377
495421,495694,2.156
495633,495694,2.049
495634,495712,0.766
495669,495712,0.2
495574,495714,3.09
495725,495714,3.014
495608,495717,2.597
495886,495717,2.514
495749,495724,1.573
495750,495724,0.724
495359,495737,4.27
495736,495737,1.624
495800,495738,5.836
495825,495738,1.99
495916,495749,0.524
495917,495749,1.707
495817,495750,0.2
495837,495750,0.983
495348,495751,1.431
495453,495751,0.383
495434,495760,5.321
495435,495760,2.973
495640,495761,0.924
495715,495761,0.524
495378,495763,3.604
495717,495763,1.514
495534,495772,1.907
495655,495772,2.131
495635,495782,1.431
495781,495782,3.256
495274,495783,1.441
495455,495783,1.483
494604,495784,9.733
495100,495784,7.567
495763,495785,0.424
495799,495785,1.731
495604,495797,2.173
495760,495797,2.38
495358,495798,1.407
495423,495798,1.207
495995,495799,2.738
496515,495799,8.667
496251,495800,10.033
496305,495800,1.873
496136,495819,0.4
496137,495819,1.507
495333,495821,9.581
495822,495821,2.938
495942,495824,6.07
495960,495824,1.831
496040,495825,0.1
496041,495825,0.824
495779,495853,0.483
495797,495853,0.724
495658,495855,2.597
495856,495855,1.707
496012,495856,2.073
496013,495856,1.873
495549,495858,3.187
495783,495858,4.67
495694,495868,1.524
495867,495868,0.1
495671,495870,1.856
495752,495870,1.449
495519,495871,3.68
495697,495871,3.887
494702,495884,9.536
495871,495884,0.766
495860,495887,4.587
496156,495887,1.349
495815,495899,0.2
495852,495899,0.1
495885,495901,9.16
495959,495901,1.166
495780,495914,1.331
495915,495914,0.1
495941,495916,0.241
495956,495916,1.849
495351,495920,5.677
495785,495920,4.463
495887,495921,4.404
495934,495921,8.343
495816,495929,1.307
495938,495929,0.683
495507,495932,3.563
495901,495932,1.707
495652,495940,3.056
495939,495940,1.449
496230,495942,0.2
496267,495942,4.138
495189,495957,6.501
495484,495957,4.711
495716,495958,2.214
495884,495958,1.207
496053,495959,1.749
496073,495959,1.307
495899,495970,1.649
495969,495970,0.441
495712,495971,4.021
495733,495971,2.031
495607,495972,4.211
495695,495972,2.29
495637,495973,2.714
495854,495973,1.549
495762,495974,2.031
495920,495974,1.566
495940,495981,0.383
495955,495981,1.707
495968,495990,0.283
495991,495990,0.1
495930,495992,1.266
496038,495992,0.141
495772,495993,2.373
496229,495993,5.894
495050,496008,8.725
495853,496008,1.749
495332,496011,5.97
495855,496011,3.804
495099,496014,11.63
495737,496014,6.177
495972,496025,0.441
495992,496025,1.749
495981,496037,0.441
496050,496037,0.641
496039,496040,0.341
496055,496040,2.507
495868,496049,1.973
495929,496049,1.531
495858,496051,2.314
496052,496051,2.031
496293,496053,9.033
496294,496053,2.207
495784,496054,2.397
495933,496054,1.283
496409,496055,7.253
497032,496055,7.108
495126,496072,4.604
495537,496072,0.1
496051,496089,0.241
496113,496089,3.563
496049,496111,0.141
496071,496111,1.69
496026,496114,0.766
496027,496114,0.907
495970,496131,1.573
496130,496131,0.583
496009,496133,0.883
496111,496133,1.649
496010,496134,0.824
496135,496134,2.431
495971,496135,1.331
496153,496135,2.756
496198,496136,0.766
496199,496136,0.841
496131,496151,0.524
496132,496151,0.1
495980,496152,1
496133,496152,0.624
496606,496155,2.514
496667,496155,0.841
496268,496156,1.424
496342,496156,5.328
496152,496165,0.241
496164,496165,0.1
495973,496166,3.09
496262,496166,0.524
495714,496167,6.66
496168,496167,1.266
495761,496182,3.09
495900,496182,3.014
495177,496202,8.06
495974,496202,3.238
496151,496210,0.524
496209,496210,0.341
495870,496211,2.814
495931,496211,2.29
496155,496212,15.595
496250,496212,8.074
495932,496213,3.98
496054,496213,1.79
496011,496225,2.997
496201,496225,0.2
497124,496250,0.966
497140,496250,1.849
496249,496259,0.483
496290,496259,2.049
496037,496260,1.749
496259,496260,0.741
496292,496262,2.897
496301,496262,1.249
495773,496266,5.328
496265,496266,0.341
496408,496267,2.749
496429,496267,6.277
496489,496268,5.228
496490,496268,3.28
496108,496277,1.224
496223,496277,1.249
495914,496278,3.504
496008,496278,2.714
495957,496279,2.597
496263,496279,0.1
496181,496289,1.649
496278,496289,0.141
496112,496292,2.631
496340,496292,1.49
496210,496299,1.449
496288,496299,0.1
496291,496300,0.141
496317,496300,0.283
494662,496302,16.458
495504,496302,10.157
496318,496317,2.39
496357,496317,1.107
496337,496318,0.707
496426,496318,0.383
495782,496320,6.228
495869,496320,4.487
496167,496322,1.714
496302,496322,0.241
496088,496338,1.931
496320,496338,0.141
495589,496339,6.111
496197,496339,1.773
496261,496340,1.266
496321,496340,0.983
495592,496341,6.36
496266,496341,0.766
496491,496342,4.097
496542,496342,0.783
495990,496352,3.021
496277,496352,0.907
496248,496353,0.783
496354,496353,0.3
496109,496354,2.256
496110,496354,3.721
496511,496357,0.1
496535,496357,0.583
495657,496358,0.624
495751,496358,6.146
496323,496359,6.146
496373,496359,0.483
495659,496360,5.363
495820,496360,7.218
495954,496367,3.663
496353,496367,1.441
496316,496370,1.124
496336,496370,0.283
495993,496372,3.563
496693,496372,9.315
496486,496383,0.907
496624,496383,0.383
496368,496384,0.141
496383,496384,1.973
496299,496385,0.666
496400,496385,0.683
496165,496386,1.666
496370,496386,0.983
496134,496387,3.356
496404,496387,1.449
496352,496399,0.3
496382,496399,0.483
496384,496400,1.124
496440,496400,0.241
496369,496401,0.541
496386,496401,0.141
496387,496403,0.783
496424,496403,1.649
496466,496404,2.931
496534,496404,1.366
496300,496405,1.007
496356,496405,0.383
496319,496406,3.156
496338,496406,0.524
495994,496407,5.011
496202,496407,2.238
496472,496408,0.807
496806,496408,7.594
497543,496409,1.766
497593,496409,5.404
496467,496426,2.573
496487,496426,0.283
496339,496427,0.624
496372,496427,2.256
497242,496429,1.483
497296,496429,1.89
496260,496441,1.266
496403,496441,2.973
496428,496442,1.224
496470,496442,2.573
496367,496464,1.566
496399,496464,0.341
496626,496466,0.924
496663,496466,3.856
496154,496469,2.697
496359,496469,2.907
496513,496470,2.249
496627,496470,0.924
496355,496485,0.883
496423,496485,0.583
497360,496489,0.483
497381,496489,0.483
496421,496509,0.483
496422,496509,0.624
496469,496513,0.424
496537,496513,1.066
496385,496532,0.907
496531,496532,0.1
496212,496538,9.857
496279,496538,1.831
496304,496539,3.963
496443,496539,1.89
496643,496542,1.831
496669,496542,5.138
496533,496565,0.924
496566,496565,0.341
496114,496568,4.494
496569,496568,0.383
496465,496587,0.683
496509,496587,0.524
496401,496588,1.224
496565,496588,0.541
496322,496590,0.283
496358,496590,8.25
496471,496591,0.907
496540,496591,0.724
496464,496604,0.824
496603,496604,0.241
496402,496605,1.531
496441,496605,1.631
496442,496606,1.349
496567,496606,0.2
496072,496607,10.15
496225,496607,5.694
496510,496626,1.731
497026,496626,5.804
496588,496641,0.441
496690,496641,0.583
496833,496643,2.59
496848,496643,0.4
495668,496660,9.708
496532,496660,1.29
496605,496661,0.424
496662,496661,1.249
496405,496664,1.897
496425,496664,1.624
496590,496665,2.656
496666,496665,0.841
496213,496668,4.063
496568,496668,3.314
497595,496669,0.683
498060,496669,7.677
496196,496692,3.78
496371,496692,2.049
496661,496725,0.424
496708,496725,0.724
496025,496727,4.663
496726,496727,2.573
496182,496729,4.853
496728,496729,2.614
495821,496731,8.025
496014,496731,5.687
496591,496732,0.783
496709,496732,2.09
496485,496765,1.707
496724,496765,0.683
496589,496766,1.149
496625,496766,1.007
496731,496767,0.483
496805,496767,7.036
496664,496799,0.866
496800,496799,0.583
496780,496800,0.924
496864,496800,0.583
496089,496804,5.925
496539,496804,2.114
496530,496827,1.749
496828,496827,0.1
496587,496828,1.531
496829,496828,0.241
496289,496830,5.104
496641,496830,6.743
496782,496831,0.241
496802,496831,0.141
496341,496832,2.624
496710,496832,2.673
497027,496847,1.79
497085,496847,5.077
496941,496848,6.097
496942,496848,1.107
496725,496862,0.824
496863,496862,0.1
496980,496864,2.514
496981,496864,1.166
496211,496880,5.153
496224,496880,6.287
496862,496903,0.283
496904,496903,0.383
496831,496907,0.483
496906,496907,2.314
496847,496909,7.053
496908,496909,1.99
495506,496910,11.837
496911,496910,1.666
496660,496935,1.507
496707,496935,1.49
496512,496936,2.349
496691,496936,1.573
496538,496937,2.331
496909,496937,0.341
496804,496939,0.849
496940,496939,0.341
497570,496941,0.683
497645,496941,1.166
496689,496964,2.356
496860,496964,0.524
496766,496966,1.39
496903,496966,1.283
496407,496968,4.887
496541,496968,4.587
496798,496978,1.449
497022,496978,1.183
497424,496980,1.283
497425,496980,1.466
497080,496981,0.641
497122,496981,0.907
496303,496983,5.411
496999,496983,3.556
496827,496994,1.007
496965,496994,1.431
496861,496997,0.807
496966,496997,1.566
496200,496998,5.27
496983,496998,1.224
497183,496999,3.68
497184,496999,0.824
496977,497022,0.424
497077,497022,0.824
496799,497026,2.373
497155,497026,0.141
496938,497028,0.741
496939,497028,0.524
496767,497029,1.731
497001,497029,0.1
496668,497030,2.531
497002,497030,2.956
496968,497031,0.441
497142,497031,4.221
496830,497056,1.59
496935,497056,1.407
496846,497057,2.749
497181,497057,0.966
496468,497081,4.038
497082,497081,3.863
496845,497082,1.366
497057,497082,1.949
496907,497084,1.249
497083,497084,1.873
496994,497100,0.483
497023,497100,0.583
496765,497101,1.666
496879,497101,1.773
496427,497102,5.17
496905,497102,0.883
496803,497103,4.787
496880,497103,1.349
496995,497120,0.383
497078,497120,0.983
497025,497121,0.441
497079,497121,0.241
497120,497121,1.566
496729,497123,2.597
496730,497123,2.231
497221,497124,3.138
497222,497124,0.241
496996,497137,0.766
496997,497137,0.849
496536,497138,4.38
496801,497138,2.273
496692,497139,2.431
496936,497139,1.207
496783,497142,4.47
497260,497142,0.524
497179,497155,1.166
497180,497155,1.766
496514,497156,1.083
496642,497156,4.538
497334,497179,0.724
497353,497179,1.549
497201,497181,4.163
497462,497181,2.397
496604,497200,3.09
496978,497200,1.69
497030,497202,1.007
497059,497202,4.563
497104,497219,1.366
497123,497219,1.107
497029,497223,1.573
497224,497223,0.441
497102,497241,0.824
497254,497241,3.763
497261,497242,1.79
497446,497242,5.628
497084,497255,6.236
497592,497255,1.407
496665,497256,3.804
497291,497256,6.57
497182,497257,0.766
497258,497257,1.107
497312,497258,2.156
497569,497258,5.87
496607,497259,6.77
497273,497259,2.914
497003,497260,6.06
497337,497260,0.907
497524,497261,2.173
497542,497261,1.507
496554,497270,3.956
497177,497270,0.666
496979,497271,1.483
497178,497271,1.007
496166,497272,12.164
497255,497272,7.201
497137,497290,1.307
497311,497290,0.924
497294,497293,0.641
497313,497293,2.897
497314,497294,0.1
497380,497294,3.963
497641,497296,2.231
497642,497296,0.624
497290,497310,1.99
497352,497310,0.141
497421,497311,0.541
497442,497311,0.2
496750,497312,2.99
496998,497312,3.221
497031,497314,3.097
497295,497314,0.141
497271,497332,0.624
497310,497332,0.583
497407,497334,0.583
497423,497334,1.241
496910,497336,3.504
497357,497336,1.107
497486,497337,0.724
497523,497337,4.121
497101,497349,1.673
497331,497349,0.141
497270,497350,0.4
497309,497350,0.283
497460,497353,0.2
497482,497353,0.483
497103,497354,1.466
497257,497354,2.797
497058,497355,2.356
497219,497355,1.349
496832,497358,3.197
497293,497358,2.073
496964,497375,2.331
497401,497375,1.649
497801,497380,1.107
497802,497380,0.141
497289,497400,0.724
497441,497400,1.29
497200,497401,1.041
497400,497401,0.341
497056,497404,3.838
497121,497404,1.649
497332,497405,0.624
497406,497405,1.89
497687,497406,1.931
497720,497406,0.524
496360,497409,6.808
497379,497409,0.1
497422,497421,0.483
497458,497421,2.29
497333,497422,1.066
497443,497422,1.207
497691,497423,1.324
497744,497423,1.107
497420,497441,0.141
497440,497441,1.107
497459,497443,0.783
497539,497443,1.331
496732,497445,3.856
497292,497445,3.156
497359,497446,0.966
497487,497446,4.787
497870,497458,0.949
497871,497458,0.141
497521,497462,1.966
497590,497462,0.3
497156,497463,6.718
497223,497463,1.673
497100,497481,2.856
497376,497481,0.541
497567,497482,0.624
497568,497482,0.866
497461,497483,0.383
497520,497483,0.824
498110,497487,3.249
